GATE_LF_FS: 1970.567,781.0587,1510.677,826.3694,1,0
Connection: FS_D15,FS_D18,0,0,0,0,0,0
Connection: FS_D16,FS_S08,0,0,0,0,0,0
Connection: FS_D19,FS_D21,0,0,0,0,0,0
Connection: FS_D19,FS_D20,0,0,0,0,0,0
Connection: FS_C01,FS_C03,0,0,0,0,0,0
Connection: FS_C03,FS_L07,0,0,0,0,0,0
Connection: FS_C06,FS_E05,0,0,0,0,0,0
Connection: FS_C06,FS_C07,0,0,0,0,0,0
Connection: FS_C06,FS_C09,0,0,0,0,0,0
Connection: FS_C07,FS_C08,0,0,0,0,0,0
Connection: FS_C07,FS_C09,0,0,0,0,0,0
Connection: FS_C09,FS_C10,0,0,0,0,0,0
Connection: FS_C10,FS_C11,0,0,0,0,0,0
Connection: FS_C11,FS_C12,0,0,0,0,0,0
Connection: FS_C11,FS_S07,0,0,0,0,0,0
Connection: FS_C12,FS_C14,0,0,0,0,0,0
Connection: FS_C13,FS_C14,0,0,0,0,0,0
Connection: FS_C13,FS_C15,0,0,0,0,0,0
Connection: FS_C13,FS_C24,0,0,0,0,0,0
Connection: FS_C16,FS_C17,0,0,0,0,0,0
Connection: FS_C17,FS_C24,0,0,0,0,0,0
Connection: FS_C17,FS_C18,0,0,0,0,0,0
Connection: FS_C18,FS_C20,0,0,0,0,0,0
Connection: FS_C18,FS_C19,0,0,0,0,0,0
Connection: FS_C19,FS_C25,0,0,0,0,0,0
Connection: FS_C19,FS_C26,0,0,0,0,0,0
Connection: FS_C20,FS_C21,0,0,0,0,0,0
Connection: FS_C21,FS_C22,0,0,0,0,0,0
Connection: FS_C22,FS_C23,0,0,0,0,0,0
Connection: FS_C25,FS_C28,0,0,0,0,0,0
Connection: FS_C26,FS_C28,0,0,0,0,0,0
Connection: FS_C28,FS_C29,0,0,0,0,0,0
Connection: FS_C29,FS_C30,0,0,0,0,0,0
Connection: FS_E01,FS_E04,0,0,0,0,0,0
Connection: FS_E01,FS_E02,0,0,0,0,0,0
Connection: FS_E02,FS_E06,0,0,0,0,0,0
Connection: FS_E03,FS_E12,0,0,0,0,0,0
Connection: FS_E04,FS_S05,0,0,0,0,0,0
Connection: FS_E05,FS_E07,0,0,0,0,0,0
Connection: FS_E05,FS_E11,0,0,0,0,0,0
Connection: FS_E06,FS_E08,0,0,0,0,0,0
Connection: FS_E08,FS_E09,0,0,0,0,0,0
Connection: FS_E09,FS_E10,0,0,0,0,0,0
Connection: FS_E10,FS_E11,0,0,0,0,0,0
Connection: FS_E10,FS_E12,0,0,0,0,0,0
Connection: FS_E07,FS_L11,0,0,0,0,0,0
Connection: FS_L07,FS_L05,0,0,0,0,0,0
Connection: FS_L05,FS_L04,0,0,0,0,0,0
Connection: FS_L04,FS_L06,0,0,0,0,0,0
Connection: FS_L04,FS_L02,0,0,0,0,0,0
Connection: FS_L04,FS_L01,0,0,0,0,0,0
Connection: FS_L04,FS_L08,0,0,0,0,0,0
Connection: FS_L02,FS_L03,0,0,0,0,0,0
Connection: FS_L03,FS_L01,0,0,0,0,0,0
Connection: FS_L06,FS_S04,0,0,0,0,0,0
Connection: FS_L08,FS_L11,0,0,0,0,0,0
Connection: FS_L09,FS_L12,0,0,0,0,0,0
Connection: FS_L09,FS_L11,0,0,0,0,0,0
Connection: FS_L09,FS_C05,0,0,0,0,0,0
Connection: FS_C05,FS_S03,0,0,0,0,0,0
Connection: FS_PR01,FS_PR02,0,0,0,0,0,0
Connection: FS_PR02,FS_PR03,0,0,0,0,0,0
