GATE_SB_SL: -1523.409,-123.1548,-1335.971,-687.4778,0,0
Connection: SL_F01,SL_C08,189,62,27,112,3,1
Connection: SL_F01,SL_C02,171,22,14,9,3,3
Connection: SL_C02,SL_D06,55,18,24,59,3,3
Connection: SL_C02,SL_C10,102,15,30,112,3,1
Connection: SL_C02,SL_F02,164,7,3,57,3,3
Connection: SL_C10,SL_A10,49,30,3,18,0,2
Connection: SL_A10,SL_D02,44,18,4,103,0,2
Connection: SL_F02,SL_S05,64,64,9,19,3,2
Connection: SL_F02,SL_D06,62,64,113,68,3,3
Connection: SL_F02,SL_D04,127,49,34,73,3,3
Connection: SL_D04,SL_H02,24,72,31,66,3,3
Connection: SL_D04,SL_A12,70,71,10,31,3,1
Connection: SL_A12,SL_A04,27,3,21,31,3,1
Connection: SL_H02,SL_H03,180,51,33,5,3,3
Connection: SL_H03,SL_C07,133,28,20,112,3,1
Connection: SL_C08,SL_C05,42,42,6,31,0,2
Connection: SL_C05,SL_S09,155,31,13,31,0,2
Connection: SL_C05,SL_C04,159,20,4,28,0,2
Connection: SL_C04,SL_D01,26,112,12,58,1,3
Connection: SL_D01,SL_D02,82,63,23,185,3,1
Connection: SL_D02,SL_D03,49,103,2,90,0,2
Connection: SL_D02,SL_L01,28,16,23,28,3,1
Connection: SL_D03,SL_A04,51,102,9,10,0,0
Connection: SL_D03,SL_A03,8,102,44,27,2,0
Connection: SL_D03,SL_A07,92,100,11,18,0,2
Connection: SL_D03,SL_L01,10,6,78,23,2,1
Connection: SL_A07,SL_E01,39,23,4,106,0,2
Connection: SL_A04,SL_S03,4,29,23,12,2,3
Connection: SL_A04,SL_A11,35,31,4,5,1,3
Connection: SL_E01,SL_B04,21,224,23,98,1,3
Connection: SL_E01,SL_C03,11,185,23,100,2,3
Connection: SL_E01,SL_A05,45,86,4,13,0,2
Connection: SL_E01,SL_L01,38,11,192,23,0,1
Connection: SL_B04,SL_C03,33,62,42,114,3,3
Connection: SL_C03,SL_A11,16,23,31,32,3,1
Connection: SL_A05,SL_E02,42,29,7,30,0,2
Connection: SL_E02,SL_S08,240,32,35,10,1,3
Connection: SL_E02,SL_C07,248,18,1,28,0,2
Connection: SL_A03,SL_C06,3,30,141,27,2,0
Connection: SL_C06,SL_S04,92,30,24,13,0,3
Connection: SL_C06,SL_A06,2,15,45,17,2,0
Connection: SL_A06,SL_D05,2,17,201,16,2,0
Connection: SL_L01,SL_L02,245,18,2,15,0,2
Connection: SL_L02,SL_L03,45,15,5,8,0,2
